building_code,open_schools,num_open_schools,top_school_enrolled,total_enrolled,primary_address,city,longitude,latitude,campus_name,room,sbhc_sponsor,schools_served,num_school_served,services_provided
M490,"High School for Law, Advocacy and Community Justice|High School of Arts and Technology|Manhattan / Hunter Science High School|The Maxine Greene HS for Imaginative Inquiry|Urban Assembly School for Media Studies, The",5,Manhattan / Hunter Science High School,1791,122 AMSTERDAM AVENUE,MANHATTAN,-73.985608,40.774891,Martin Luther King Jr Educational Campus,203,Mount Sinai - Adolescent Health Center,"High School For Law, Advocacy And Community Justice|High School Of Arts And Technology|Manhattan / Hunter Science High School|Special Music School|The Maxine Greene HS For Imaginative Inquiry|The Urban Assembly School For Media Studies",6,NA
X177,Bedford Park Elementary School,1,Bedford Park Elementary School,475,3177 WEBSTER AVENUE,BRONX,-73.875375,40.872559,NA,NA,NA,NA,NA,NA
K470,"Brooklyn Institute for Liberal Arts|High School for Public Service: Heroes of Tomorrow|School for Human Rights, The",3,Brooklyn Institute for Liberal Arts,1116,600 KINGSTON AVENUE,BROOKLYN,-73.9425,40.6589,George Wingate Campus,H107,NYU Langone FHC,Brooklyn Institute For Liberal Arts|High School For Public Service: Heroes Of Tomorrow|The School For Human Rights,3,"Prevention Intervention Program MH, School-based Health Center w/ Mental Health"
K814,P.S. 089 Cypress Hills,1,P.S. 089 Cypress Hills,475,265 WARWICK STREET,BROOKLYN,-73.886712,40.677707,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q332,P.S. 376,1,P.S. 376,475,210-21 48 AVENUE,QUEENS,-73.770314,40.754954,NA,NA,NA,NA,NA,NA
Q280,PS280Q: Home of the Lionhearts,1,PS280Q: Home of the Lionhearts,475,34-20 94th Street,Queens,-73.874109,40.753345,NA,NA,NA,NA,NA,NA
M234,P.S. 234 Independence School,1,P.S. 234 Independence School,474,292 GREENWICH STREET,MANHATTAN,-74.01088,40.71953,NA,NA,NA,NA,NA,NA
Q223,P.S. 223 Lyndon B. Johnson,1,P.S. 223 Lyndon B. Johnson,474,125-20 Sutphin Boulevard,Queens,-73.78953,40.673898,PS 223,101,Jamaica Hospital Medical Center,P.S. 223 Lyndon B. Johnson,1,School-based Health Center w/ Mental Health
K677,Success Academy Charter School - Bushwick,1,Success Academy Charter School - Bushwick,474,139 MENAHAN STREET,BROOKLYN,-73.919653,40.695975,NA,NA,NA,NA,NA,NA
Q064,P.S. 064 Joseph P. Addabbo,1,P.S. 064 Joseph P. Addabbo,473,82-01 101 AVENUE,QUEENS,-73.856956,40.681901,NA,NA,NA,NA,NA,NA
Q003,The Academy for Excellence through the Arts,1,The Academy for Excellence through the Arts,473,68-60 110 Street,Queens,-73.844032,40.725787,NA,NA,NA,NA,NA,NA
K990,PAVE Academy Charter School,1,PAVE Academy Charter School,473,732 Henry Street,Brooklyn,-74.003372,40.675936,NA,NA,NA,NA,NA,NA
XAAV,Rosalyn Yalow Charter School,1,Rosalyn Yalow Charter School,472,650 GRAND CONCOURSE,BRONX,-73.925045,40.820059,NA,NA,NA,NA,NA,NA
K059,P.S. 059 The Dawn Best School|Success Academy Charter School - Bed Stuy 2,2,Success Academy Charter School - Bed Stuy 2,780,211 THROOP AVENUE,BROOKLYN,-73.943279,40.697619,NA,NA,NA,NA,NA,NA
XACO,Bronx Charter School for Excellence 2,1,Bronx Charter School for Excellence 2,471,1804 HOLLAND AVENUE,BRONX,-73.864154,40.845897,NA,NA,NA,NA,NA,NA
X045,Thomas C. Giordano Middle School 45,1,Thomas C. Giordano Middle School 45,470,2502 LORILLARD PLACE,BRONX,-73.887026,40.858389,JHS 045 Thomas C. Giordano,B-31,Montefiore Medical Center,12X@ MS 045 Thomas C. Giordano|Thomas C. Giordano Middle School 45,2,School-based Health Center w/ Mental Health
X425,Bronx Academy of Health Careers|Bronx Aerospace High School|Bronx High School for Writing and Communication Arts|Bronx Lab School|High School for Contemporary Arts|High School of Computers and Technology,6,High School of Computers and Technology,1664,800 EAST GUN HILL ROAD,BRONX,-73.861649,40.875172,Evander Childs Campus,159,Montefiore Medical Center,Bronx Academy Of Health Careers|Bronx Aerospace High School|Bronx High School For Writing And Communication Arts|Bronx Lab School|High School For Contemporary Arts|High School Of Computers And Technology|P176X@ H275X,7,School-based Health Center w/ Mental Health
K356,I.S. 392|P.S. 156 Waverly,2,P.S. 156 Waverly,782,104 SUTTER AVENUE,BROOKLYN,-73.91788,40.665553,NA,NA,NA,NA,NA,Community School MH
K067,Community Roots Charter School|P.S. 067 Charles A. Dorsey,2,Community Roots Charter School,662,51 SAINT EDWARDS STREET,BROOKLYN,-73.977674,40.695339,NA,NA,NA,NA,NA,"Community School MH, School-based Mental Health Clinic"
M019,The East Village Community School,1,The East Village Community School,469,185 1 AVENUE,MANHATTAN,-73.984496,40.730009,NA,NA,NA,NA,NA,NA
X153,P.S. 153 Helen Keller,1,P.S. 153 Helen Keller,469,650 BAYCHESTER AVENUE,BRONX,-73.831669,40.874035,NA,NA,NA,NA,NA,NA
M338,P.S. 051 Elias Howe,1,P.S. 051 Elias Howe,468,525 WEST 44TH STREET,MANHATTAN,-73.995825,40.761487,NA,NA,NA,NA,NA,NA
R006,P.S. 6 Corporal Allan F. Kivlehan School,1,P.S. 6 Corporal Allan F. Kivlehan School,468,555 PAGE AVENUE,STATEN ISLAND,-74.230118,40.510207,NA,NA,NA,NA,NA,NA
K328,Hyde Leadership Charter School - Brooklyn|P.S. 328 Phyllis Wheatley,2,Hyde Leadership Charter School - Brooklyn,714,330 ALABAMA AVENUE,BROOKLYN,-73.898249,40.667985,NA,NA,NA,NA,NA,Community School MH
XBUD,Brilla Veritas Charter School,1,Brilla Veritas Charter School,468,600 East 156 Street,Bronx,-73.909353,40.818658,NA,NA,NA,NA,NA,NA
X182,P.S. 182,1,P.S. 182,467,601 STICKBALL BOULEVARD,BRONX,-73.856976,40.818925,NA,NA,NA,NA,NA,NA
X340,P.S. 340,1,P.S. 340,467,25 WEST 195 STREET,BRONX,-73.897171,40.869407,NA,NA,NA,NA,NA,NA
K021,P.S. 021 Crispus Attucks,1,P.S. 021 Crispus Attucks,467,180 CHAUNCEY STREET,BROOKLYN,-73.926673,40.68035,NA,NA,NA,NA,NA,NA
Q690,High School for Law Enforcement and Public Safety,1,High School for Law Enforcement and Public Safety,466,116-25 GUY R BREWER BOULEVARD,QUEENS,-73.783438,40.685838,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X062,P.S. 062 Inocensio Casanova,1,P.S. 062 Inocensio Casanova,465,660 FOX STREET,BRONX,-73.900161,40.813736,NA,NA,NA,NA,NA,NA
Q633,Eagle Academy for Young Men III,1,Eagle Academy for Young Men III,465,171-10 Linden Boulevard,Queens,-73.778924,40.69172,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X006,P.S. 006 West Farms|The Vida Bogart School for All Children,2,The Vida Bogart School for All Children,913,1000 EAST TREMONT AVENUE,BRONX,-73.882531,40.840445,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X254,I.S. 254,1,I.S. 254,464,2452 WASHINGTON AVENUE,BRONX,-73.889878,40.858721,NA,NA,NA,NA,NA,School Response Team
K172,P.S. 172 Beacon School of Excellence,1,P.S. 172 Beacon School of Excellence,464,825 4 AVENUE,BROOKLYN,-74.000191,40.657682,NA,NA,NA,NA,NA,School-based Mental Health Clinic
X037,P.S. X037 - Multiple Intelligence School,1,P.S. X037 - Multiple Intelligence School,463,360 WEST 230 STREET,BRONX,-73.913694,40.877935,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K396,Sid Miller Academy,1,Sid Miller Academy,463,110 CHESTER STREET,BROOKLYN,-73.911788,40.668232,NA,NA,NA,NA,NA,NA
R086,The Richard H. Hungerford School,1,The Richard H. Hungerford School,463,715 L Ocean Terrace,Staten Island,-74.10366,40.60843,NA,NA,NA,NA,NA,NA
QBAW,Rochdale Early Advantage Charter School,1,Rochdale Early Advantage Charter School,463,122-05 SMITH STREET,QUEENS,-73.778613000000007,40.680016,NA,NA,NA,NA,NA,NA
M281,The River School,1,The River School,462,425 East 35 Street,Manhattan,-73.972592,40.744288,NA,NA,NA,NA,NA,NA
Q245,Learners and Leaders,1,Learners and Leaders,462,378 Seneca Avenue,Queens,-73.91499,40.706837,NA,NA,NA,NA,NA,NA
K722,P.S. K721 - Brooklyn Occupational Training Center,1,P.S. K721 - Brooklyn Occupational Training Center,462,64 AVENUE X,BROOKLYN,-73.981925,40.58807,NA,NA,NA,NA,NA,NA
M841,P.S. M811 - Mickey Mantle School,1,P.S. M811 - Mickey Mantle School,461,466 West End Avenue,Manhattan,-73.979217,40.78633,NA,NA,NA,NA,NA,NA
Q781,Success Academy Charter School - South Jamaica,1,Success Academy Charter School - South Jamaica,461,120-27 141st Street,Queens,-73.799756,40.675626,NA,NA,NA,NA,NA,NA
X122,P.S. 310 Marble Hill,1,P.S. 310 Marble Hill,460,260 W KINGSBRIDGE RD,BRONX,-73.905547,40.872477,NA,NA,NA,NA,NA,NA
M198,P.S. 198 Isador E. Ida Straus|P.S. 77 Lower Lab School,2,P.S. 198 Isador E. Ida Straus,831,1700 3 AVENUE,MANHATTAN,-73.95042,40.785018,NA,NA,NA,NA,NA,NA
X001,P.S. 001 Courtlandt School,1,P.S. 001 Courtlandt School,459,335 EAST 152 STREET,BRONX,-73.919634,40.819331,NA,NA,NA,NA,NA,NA
X100,P.S. 100 Isaac Clason,1,P.S. 100 Isaac Clason,459,800 TAYLOR AVENUE,BRONX,-73.86276,40.822552,NA,NA,NA,NA,NA,NA
K145,P.S. 145 Andrew Jackson,1,P.S. 145 Andrew Jackson,459,100 NOLL STREET,BROOKLYN,-73.932388,40.701107,NA,NA,NA,NA,NA,School-based Mental Health Clinic
XAUT,Bronx Community Charter School,1,Bronx Community Charter School,459,3170 WEBSTER AVENUE,BRONX,-73.875451,40.872455,NA,NA,NA,NA,NA,NA
M535,"Facing History School, The|Food and Finance High School|High School of Hospitality Management|Manhattan Bridges High School|Urban Assembly School of Design and Construction, The",5,Manhattan Bridges High School,1634,525 WEST 50TH STREET,MANHATTAN,-73.9927,40.765474,Park West Campus,551,Ryan Health,"Facing History School, The|Food And Finance High School|High School Of Hospitality Management|Manhattan Bridges High School|The Urban Assembly School Of Design And Construction",5,"Prevention Intervention Program MH, School-based Health Center w/ Mental Health"
M145,"P.S. 145, The Bloomingdale School|West Prep Academy",2,"P.S. 145, The Bloomingdale School",626,150 West 105 Street,Manhattan,-73.965611,40.799098,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K014,J.H.S. 014 Shell Bank,1,J.H.S. 014 Shell Bank,458,2424 BATCHELDER STREET,BROOKLYN,-73.938107,40.593232,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X234,The School of Science and Applied Learning,1,The School of Science and Applied Learning,457,2050 PROSPECT AVENUE,BRONX,-73.8874,40.8462,NA,NA,NA,NA,NA,School Mental Health Specialist Program
R062,The Kathleen Grimm School for Leadership and Sustainability,1,The Kathleen Grimm School for Leadership and Sustainability,457,644 Bloomingdale Road,STATEN ISLAND,-74.217934,40.541563,NA,NA,NA,NA,NA,NA
Q811,P.S. Q811,1,P.S. Q811,457,61-25 MARATHON PARKWAY,QUEENS,-73.728412,40.756481,NA,NA,NA,NA,NA,NA
M189,P.S. 189,1,P.S. 189,456,2580 AMSTERDAM AVENUE,MANHATTAN,-73.928048,40.853045,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K184,P.S. 184 Newport,1,P.S. 184 Newport,456,273 NEWPORT STREET,BROOKLYN,-73.905004,40.660385,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X878,Fannie Lou Hamer Freedom High School,1,Fannie Lou Hamer Freedom High School,455,1021 Jennings Street,Bronx,-73.885804,40.831212,NA,NA,NA,NA,NA,NA
X065,Academic Leadership Charter School|P.S. 065 Mother Hale Academy,2,Academic Leadership Charter School,735,677 EAST 141 STREET,BRONX,-73.912557,40.807916,NA,NA,NA,NA,NA,School-based Mental Health Clinic
X109,P.S. 109 Sedgwick,1,P.S. 109 Sedgwick,453,1771 POPHAM AVENUE,BRONX,-73.918991,40.851661,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X059,P.S. 059 The Community School of Technology,1,P.S. 059 The Community School of Technology,453,2185 BATHGATE AVENUE,BRONX,-73.893639,40.853141,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q186,P.S. 186 Castlewood|P.S. Q224,2,P.S. Q224,784,252-12 72 AVENUE,QUEENS,-73.721594,40.749556,NA,NA,NA,NA,NA,NA
M615,Chelsea Career and Technical Education High School|NYC iSchool,2,NYC iSchool,874,131 AVENUE OF THE AMERICAS,MANHATTAN,-74.005058,40.72463,NA,NA,NA,NA,NA,NA
Q336,College Point Collaborative,1,College Point Collaborative,452,124-06 14 Avenue,Queens,-73.843504,40.785129,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M025,Lower East Side Preparatory High School|School for Global Leaders,2,Lower East Side Preparatory High School,597,145 Stanton Street,Manhattan,-73.986038,40.72004,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q046,P.S. 046 Alley Pond,1,P.S. 046 Alley Pond,451,64-45 218 STREET,QUEENS,-73.758042,40.745744,NA,NA,NA,NA,NA,NA
K032,P.S. 032 Samuel Mills Sprole,1,P.S. 032 Samuel Mills Sprole,450,420 Union Street,Brooklyn,-73.991141,40.680159,NA,NA,NA,NA,NA,NA
M445,"Essex Street Academy|High School for Dual Language and Asian Studies|Lower Manhattan Arts Academy|New Design High School|Urban Assembly Academy of Government and Law, The",5,New Design High School,1781,350 GRAND STREET,MANHATTAN,-73.989329,40.717329,Seward Park Campus,240,Community Healthcare Network,Essex Street Academy|High School For Dual Language And Asian Studies|Lower Manhattan Arts Academy|New Design High School|The Urban Assembly Academy Of Government And Law,5,School-based Health Center w/ Mental Health
Q112,P.S. 112 Dutch Kills,1,P.S. 112 Dutch Kills,449,25-05 37 AVENUE,QUEENS,-73.933562,40.757293,NA,NA,NA,NA,NA,NA
Q313,The Children's Lab School,1,The Children's Lab School,448,45-45 42 Street,Queens,-73.922604,40.74258,NA,NA,NA,NA,NA,NA
Q183,P.S. 183 Dr. Richard R. Green,1,P.S. 183 Dr. Richard R. Green,448,2-45 BEACH 79 STREET,QUEENS,-73.805866,40.58922,NA,NA,NA,NA,NA,School-based Mental Health Clinic
KCVO,Brooklyn Laboratory Charter School|Edmund W. Gordon Brooklyn Laboratory Charter School,2,Brooklyn Laboratory Charter School,715,77 Sands Street,BROOKLYN,-73.987399,40.70043,NA,NA,NA,NA,NA,NA
Q215,Wave Preparatory Elementary School,1,Wave Preparatory Elementary School,446,535 BRIAR PLACE,QUEENS,-73.758587,40.599467,NA,NA,NA,NA,NA,School Mental Health Specialist Program
QCNB,Valence College Preparatory Charter School,1,Valence College Preparatory Charter School,446,97-29 64 Road,Queens,-73.858604,40.729717,NA,NA,NA,NA,NA,NA
K495,New Visions Charter High School for Advanced Math and Science III|New Visions Charter High School for the Humanities III|Origins High School|Professional Pathways High School|Success Academy Charter School - Fort Greene,5,Origins High School,1200,3000 AVENUE X,BROOKLYN,-73.936635,40.593157,Frank J. Macchiarola Educational Complex,105,NYU Langone FHC,New Visions Charter High School For Advanced Math And Science III|New Visions Charter High School For The Humanities III|Origins High School|Professional Pathways High School|Success Academy Charter School - Fort Greene,5,School-based Health Center w/ Mental Health
X166,Bronx Early College Academy for Teaching & Learning|Grant Avenue Elementary School|Science and Technology Academy: A Mott Hall School,3,Bronx Early College Academy for Teaching & Learning,1178,250 EAST 164 STREET,BRONX,-73.917705,40.828009,Mott Hall Campus,100,Morris Heights Health Center,Bronx Early College Academy For Teaching & Learning|Grant Avenue Elementary School|Science And Technology Academy: A Mott Hall School,3,"Community School MH, School-based Health Center w/ Mental Health"
K746,MS 936 Arts Off 3rd|Sunset School of Cultural Learning,2,MS 936 Arts Off 3rd,596,270 59th Street,Brooklyn,-74.020378,40.642739,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K313,The Urban Assembly School for Law and Justice|Urban Assembly Institute of Math and Science for Young Women,2,The Urban Assembly School for Law and Justice,878,283 ADAMS STREET,BROOKLYN,-73.988323,40.694629,NA,NA,NA,NA,NA,School-based Mental Health Clinic
Q593,Waterside Children's Studio School,1,Waterside Children's Studio School,442,140 Beach 112 Street,Queens,-73.832862,40.579753,NA,NA,NA,NA,NA,NA
X420,High School of World Cultures|Pan American International High School at Monroe|The Metropolitan Soundview High School|Urban Assembly Charter School for Computer Science,4,Urban Assembly Charter School for Computer Science,1480,1300 BOYNTON AVENUE,BRONX,-73.878191,40.832508,James Monroe Educational Campus Annex,104,Urban Health Plan,[D79] Lyfe|[D79] Yabc|High School Of World Cultures|Pan American International High School At Monroe|The Metropolitan Soundview High School|Urban Assembly Charter School For Computer Science,6,School-based Health Center w/ Mental Health
M004,P.S. 004 Duke Ellington,1,P.S. 004 Duke Ellington,441,500 West 160 Street,Manhattan,-73.941594,40.834877,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K280,M.S. 442 Carroll Gardens School for Innovation|Pre-K Center at Bishop Ford School Site,2,Pre-K Center at Bishop Ford School Site,785,500 19 STREET,BROOKLYN,-73.983116,40.656952,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q018,P.S. 018 Winchester,1,P.S. 018 Winchester,441,86-35 235 COURT,QUEENS,-73.73229,40.731853,NA,NA,NA,NA,NA,NA
Q054,P.S. 054 Hillside,1,P.S. 054 Hillside,441,86-02 127 STREET,QUEENS,-73.824629,40.702656,NA,NA,NA,NA,NA,NA
K148,P.S. 373 - Brooklyn Transition Center,1,P.S. 373 - Brooklyn Transition Center,441,185 ELLERY STREET,BROOKLYN,-73.945211,40.699214,NA,NA,NA,NA,NA,NA
X025,P.S. 025 Bilingual School,1,P.S. 025 Bilingual School,439,811 EAST 149 STREET,BRONX,-73.905751,40.812895,NA,NA,NA,NA,NA,NA
X465,Eagle Academy for Young Men,1,Eagle Academy for Young Men,439,4143 Third Avenue,Bronx,-73.897479,40.845366,NA,NA,NA,NA,NA,Prevention Intervention Program MH
K040,P.S. 040 George W. Carver,1,P.S. 040 George W. Carver,438,265 RALPH AVENUE,BROOKLYN,-73.921099,40.680239,NA,NA,NA,NA,NA,NA
Q239,P.S. 239,1,P.S. 239,438,17-15 WEIRFIELD STREET,QUEENS,-73.903838,40.699431,NA,NA,NA,NA,NA,NA
Q244,The Active Learning Elementary School,1,The Active Learning Elementary School,438,137-20 FRANKLIN AVENUE,QUEENS,-73.826192,40.754483,NA,NA,NA,NA,NA,NA
K913,EBC High School for Public Service - Bushwick,1,EBC High School for Public Service - Bushwick,438,1155 DEKALB AVENUE,BROOKLYN,-73.929315,40.694723,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X400,Bronx International High School|High School for Violin and Dance|Morris Academy for Collaborative Studies|School for Excellence,4,Morris Academy for Collaborative Studies,1008,1110 BOSTON ROAD,BRONX,-73.90392,40.827455,Morris Educational Campus,B15A,Montefiore Medical Center,Bronx International High School|High School For Violin And Dance|Morris Academy For Collaborative Studies|School For Excellence,4,"Community School MH, School-based Health Center w/ Mental Health"
X079,"Creston Academy|Elementary School for Math, Science, and Technology|School for Environmental Citizenship",3,School for Environmental Citizenship,1114,125 EAST 181 STREET,BRONX,-73.903139,40.855337,Creston Campus,369,Morris Heights Health Center,"Creston Academy|Elementary School For Math, Science, And Technology|School For Environmental Citizenship",3,School-based Health Center w/ Mental Health
M480,Ella Baker School|Manhattan International High School|Talent Unlimited High School|Urban Academy Laboratory High School|Vanguard High School,5,Talent Unlimited High School,1693,317 EAST 67 STREET,MANHATTAN,-73.959777,40.765638,Julia Richman Campus,152,Mount Sinai - Adolescent Health Center,[D79] Lyfe|Ella Baker School|Manhattan International High School|Talent Unlimited High School|Urban Academy Laboratory High School|Vanguard High School,6,School-based Health Center w/ Mental Health
K128,P.S. 128 Bensonhurst,1,P.S. 128 Bensonhurst,436,2075 84 STREET,BROOKLYN,-73.995084,40.60498,NA,NA,NA,NA,NA,NA
M342,The Riverside School for Makers and Artists,1,The Riverside School for Makers and Artists,435,300 West 61 Street,Manhattan,-73.990902,40.7722,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X011,P.S. 011 Highbridge,1,P.S. 011 Highbridge,435,1257 OGDEN AVENUE,BRONX,-73.92589,40.839693,NA,NA,NA,NA,NA,NA
M625,Business Of Sports School|Stephen T. Mather Building Arts & Craftsmanship High School|Success Academy Charter School - Hell's Kitchen|Urban Assembly Gateway School for Technology,4,Business Of Sports School,1608,439 WEST 49TH STREET,MANHATTAN,-73.990318,40.763655,NA,NA,NA,NA,NA,NA
X090,Sheridan Academy for Young Leaders|The Family School,2,The Family School,858,1116 SHERIDAN AVENUE,BRONX,-73.917526,40.831873,PS 90 George Meany Campus,162,Morris Heights Health Center,Sheridan Academy For Young Leaders|The Family School,2,School Mental Health Specialist Program
X306,P.S. 306|The Bronx School of Young Leaders,2,P.S. 306,794,40 WEST TREMONT AVENUE,BRONX,-73.910827,40.850722,CES 306 Campus,103,Morris Heights Health Center,P.S. 306|The Bronx School Of Young Leaders,2,"Community School MH, School-based Health Center w/ Mental Health"
K163,P.S. 748 Brooklyn School for Global Scholars,1,P.S. 748 Brooklyn School for Global Scholars,434,1664 BENSON AVENUE,BROOKLYN,-74.007469,40.606739,NA,NA,NA,NA,NA,NA
M118,Community Action School - MS 258|Lafayette Academy|P.S. 333 Manhattan School for Children,3,P.S. 333 Manhattan School for Children,714,154 WEST 93 STREET,MANHATTAN,-73.971011,40.791395,NA,NA,NA,NA,NA,School-based Mental Health Clinic
M046,P.S. 046 Arthur Tappan,1,P.S. 046 Arthur Tappan,433,2987 FREDERICK DOUGLASS BOULEVARD,MANHATTAN,-73.9363,40.8304,NA,NA,NA,NA,NA,School-based Health Center w/ Mental Health
XAEU,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",1,"NYC Charter High School for Architecture, Engineering and Construction Industries (AECI)",433,838 BROOK AVENUE,BRONX,-73.910421,40.821682,NA,NA,NA,NA,NA,NA
M190,P.S. 290 Manhattan New School,1,P.S. 290 Manhattan New School,432,311 EAST 82 STREET,MANHATTAN,-73.952777,40.775181,NA,NA,NA,NA,NA,NA
X107,P.S. 107,1,P.S. 107,432,1695 SEWARD AVENUE,BRONX,-73.868735,40.819221,NA,NA,NA,NA,NA,NA
M391,District 2 Pre-K Center,1,District 2 Pre-K Center,431,2-26 WASHINGTON STREET,MANHATTAN,-74.015671,40.70565,NA,NA,NA,NA,NA,NA
M971,Spruce Street School,1,Spruce Street School,431,12 SPRUCE STREET,MANHATTAN,-74.005473,40.711321,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X111,P.S. 111 Seton Falls,1,P.S. 111 Seton Falls,431,3740 Baychester Avenue,Bronx,-73.839288,40.884371,NA,NA,NA,NA,NA,NA
M873,Manhattan Village Academy,1,Manhattan Village Academy,430,43 WEST 22 STREET,MANHATTAN,-73.991966,40.741963,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M451,Liberty High School Academy for Newcomers,1,Liberty High School Academy for Newcomers,430,250 WEST 18 STREET,MANHATTAN,-74.000238,40.74182,NA,NA,NA,NA,NA,NA
X790,Bronx Leadership Academy II High School|Bronx Legacy High School|Careers in Sports High School,3,Careers in Sports High School,1005,730 CONCOURSE VILLAGE WEST,BRONX,-73.922366,40.821827999999996,Mott Haven Educational Campus,C-29,Montefiore Medical Center,Bronx Leadership Academy II High School|Bronx Legacy High School|Careers In Sports High School|Kipp Academy Charter School|South Bronx Community Charter High School,5,"Community School MH, School-based Health Center w/ Mental Health"
K167,New Bridges Elementary,1,New Bridges Elementary,430,1025 EASTERN PARKWAY,BROOKLYN,-73.934316,40.669557,NA,NA,NA,NA,NA,NA
X157,P.S. 157 Grove Hill,1,P.S. 157 Grove Hill,429,757 CAULDWELL AVENUE,BRONX,-73.908965,40.819419,NA,NA,NA,NA,NA,NA
XCHM,Zeta Charter School – Tremont Park,1,Zeta Charter School – Tremont Park,429,1910 Arthur Avenue,Bronx,-73.893014,40.84545,NA,NA,NA,NA,NA,NA
K017,Conselyea Preparatory School|P.S. 017 Henry D. Woodworth,2,Conselyea Preparatory School,630,208 NORTH 5 STREET,BROOKLYN,-73.9573,40.715268,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K240,Andries Hudde|I. S. 381,2,Andries Hudde,720,2500 NOSTRAND AVENUE,BROOKLYN,-73.946836,40.623788,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K210,Explore Empower Charter School|M.S. K394,2,Explore Empower Charter School,674,188 ROCHESTER AVENUE,BROOKLYN,-73.928917,40.67271,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X144,Bronx Charter School for Better Learning II|J.H.S. 144 Michelangelo|Pelham Gardens Middle School,3,Bronx Charter School for Better Learning II,1141,2545 GUNTHER AVENUE,BRONX,-73.836525,40.863842,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M005,P.S. 005 Ellen Lurie,1,P.S. 005 Ellen Lurie,426,3703 TENTH AVENUE,MANHATTAN,-73.922277,40.857633,PS 5,115,Children's Aid Society,P.S. 005 Ellen Lurie,1,NA
R001,P.S. 001 Tottenville,1,P.S. 001 Tottenville,426,58 SUMMIT STREET,STATEN ISLAND,-74.24395,40.508638,NA,NA,NA,NA,NA,NA
X134,P.S. 134 George F. Bristow,1,P.S. 134 George F. Bristow,424,1330 BRISTOW STREET,BRONX,-73.894241,40.831613,NA,NA,NA,NA,NA,NA
Q329,East Elmhurst Community School,1,East Elmhurst Community School,424,26-25 97 Street,Queens,-73.872244,40.761573,NA,NA,NA,NA,NA,NA
M132,Dos Puentes Elementary School|P.S. 132 Juan Pablo Duarte,2,Dos Puentes Elementary School,578,185 WADSWORTH AVENUE,MANHATTAN,-73.933964,40.850561,NA,NA,NA,NA,NA,"Community School MH, School-based Mental Health Clinic"
M114,East Side Middle School,1,East Side Middle School,421,331 EAST 91ST STREET,MANHATTAN,-73.947379,40.780452,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K554,All City Leadership Secondary School,1,All City Leadership Secondary School,421,321 Palmetto Street,Brooklyn,-73.913172,40.697378,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K022,Brooklyn Arts and Science Elementary School|Explore Exceed Charter School,2,Explore Exceed Charter School,699,443 ST MARKS AVENUE,BROOKLYN,-73.960093,40.6771,NA,NA,NA,NA,NA,H+H School
K262,"EMBER Charter School for Mindful Education, Innovation and Transformation|P.S. 262 El Hajj Malik El Shabazz Elementary School",2,"EMBER Charter School for Mindful Education, Innovation and Transformation",583,500 MACON STREET,BROOKLYN,-73.930132,40.682949,NA,NA,NA,NA,NA,NA
M206,P.S. 206 Jose Celso Barbosa,1,P.S. 206 Jose Celso Barbosa,420,508 EAST 120 STREET,MANHATTAN,-73.930528,40.796889,NA,NA,NA,NA,NA,School-based Mental Health Clinic
X192,Bronx Delta School|Mott Hall Community School|Urban Institute of Mathematics,3,Bronx Delta School,1089,650 HOLLYWOOD AVENUE,BRONX,-73.8184,40.8265,NA,NA,NA,NA,NA,"Community School MH, School-based Mental Health Clinic"
X450,Antonia Pantoja Preparatory Academy: A College Board School|Bronx Bridges High School|Bronx Community High School|Bronx Compass High School|Gotham Collaborative High School|Millennium Art Academy,6,Antonia Pantoja Preparatory Academy: A College Board School,1972,1980 Lafayette Avenue,Bronx,-73.85593,40.821218,Adlai E Stevenson Educational Campus,273,Montefiore Medical Center,[D79] P2G @ Adlai E. Stevenson HS|[D79] Stevenson Yabc|Antonia Pantoja Preparatory Academy: A College Board School|Bronx Bridges High School|Bronx Community High School|Bronx Compass High School|Gotham Collaborative High School|Millennium Art Academy,8,School-based Health Center w/ Mental Health
